Treatment,Replicate,Value
Treatment B,Rep1,75.8365563940098
Treatment B,Rep1,54.77593897593773
Treatment B,Rep1,76.01264214994364
Treatment B,Rep1,50.01481105252341
Treatment B,Rep1,68.98430661031564
Treatment B,Rep1,82.67697229285781
Treatment B,Rep1,69.72718560774204
Treatment B,Rep1,50.789156751886125
Treatment B,Rep1,68.87254394981275
Treatment B,Rep1,72.78931062613405
Treatment B,Rep1,77.05875019545422
Treatment B,Rep1,64.55063424936539
Treatment B,Rep1,75.85600889562082
Treatment B,Rep1,60.769212943667426
Treatment B,Rep1,76.03084996032196
Treatment B,Rep1,60.86634555715333
Treatment B,Rep1,81.41372810181322
Treatment B,Rep1,61.395676678776184
Treatment B,Rep1,80.03381697883006
Treatment B,Rep1,75.75751767090874
Treatment B,Rep1,58.20541089577818
Treatment B,Rep1,94.49021288867448
Treatment B,Rep1,74.23353463262576
Treatment B,Rep1,69.26713071017362
Treatment B,Rep1,71.77754165185323
Treatment B,Rep1,59.701881351453665
Treatment B,Rep1,78.01195332516474
Treatment B,Rep1,68.49473764641255
Treatment B,Rep1,62.78717230750743
Treatment B,Rep1,74.13753028037812
Treatment B,Rep1,73.47875671008981
Treatment B,Rep1,69.59065714221585
Treatment B,Rep1,71.39605566292447
Treatment B,Rep1,76.98356392500034
Treatment B,Rep1,68.20752797795426
Treatment B,Rep1,54.51473667025465
Treatment B,Rep1,77.78867044524425
Treatment B,Rep1,48.72146191513542
Treatment B,Rep1,69.77126708977943
Treatment B,Rep1,62.393663560389825
Treatment B,Rep1,72.97130105700646
Treatment B,Rep1,57.949411454352855
Treatment B,Rep1,55.81979761208433
Treatment B,Rep1,76.60634273655333
Treatment B,Rep1,71.65319510975237
Treatment B,Rep1,85.08725991599836
Treatment B,Rep1,68.2044999914228
Treatment B,Rep1,46.36950844480347
Treatment B,Rep1,58.68835048577205
Treatment B,Rep1,67.8278309724357
Treatment B,Rep1,67.42495811296189
Treatment B,Rep1,65.376011574545
Treatment B,Rep2,81.51441316086365
Treatment B,Rep2,82.6887123092976
Treatment B,Rep2,76.84384777284306
Treatment B,Rep2,68.28575235663247
Treatment B,Rep2,77.48856372530526
Treatment B,Rep2,54.05983561621107
Treatment B,Rep2,60.30128395880524
Treatment B,Rep2,64.25850556249725
Treatment B,Rep2,65.00285244642468
Treatment B,Rep2,58.85391572086309
Treatment B,Rep2,72.56598831320112
Treatment B,Rep2,78.40144208211507
Treatment B,Rep2,90.5348309739352
Treatment B,Rep2,75.61504921821711
Treatment B,Rep2,75.9010243515325
Treatment B,Rep2,78.7635065618126
Treatment B,Rep2,74.70807171784907
Treatment B,Rep2,60.30538930809078
Treatment B,Rep2,84.6541775731024
Treatment B,Rep2,74.86954032102501
Treatment B,Rep2,80.09452202171688
Treatment B,Rep2,81.68878158963331
Treatment B,Rep2,71.64554461160468
Treatment B,Rep2,74.94323260023361
Treatment B,Rep2,73.38472601111143
Treatment B,Rep2,86.6121657592428
Treatment B,Rep2,79.78053009305599
Treatment B,Rep2,75.20566683468302
Treatment B,Rep2,75.27907215531128
Treatment B,Rep2,87.10208201300671
Treatment B,Rep2,75.37572873158953
Treatment B,Rep2,79.04355473473147
Treatment B,Rep2,58.23884997410895
Treatment B,Rep2,75.51343729978224
Treatment B,Rep2,64.52415900504268
Treatment B,Rep2,68.03594159735721
Treatment B,Rep2,61.14818745177856
Treatment B,Rep2,74.77152076978403
Treatment B,Rep2,81.59880588806044
Treatment B,Rep2,71.12771681554567
Treatment B,Rep2,44.72382524507833
Treatment B,Rep2,61.695664797435
Treatment B,Rep2,79.26541732100887
Treatment B,Rep2,67.3150285856537
Treatment B,Rep2,73.76903552638058
Treatment B,Rep2,62.342457333389575
Treatment B,Rep2,82.48565931492395
Treatment B,Rep2,88.61014367636488
Treatment B,Rep2,82.0468533304421
Treatment B,Rep2,53.34633803217381
Treatment B,Rep2,57.616453833091995
Treatment B,Rep2,88.25427946387413
Treatment B,Rep2,67.44448741853539
Treatment B,Rep2,70.68784394890207
Treatment B,Rep2,66.64782083078846
Treatment B,Rep2,63.51650231419144
Treatment B,Rep2,67.29846015239157
Treatment B,Rep2,77.88312020529517
Treatment B,Rep2,96.80206165434664
Treatment B,Rep2,75.76792936829972
Treatment B,Rep2,55.72675571426946
Treatment B,Rep2,68.98314750051902
Treatment B,Rep2,78.22540738881102
Treatment B,Rep2,84.02932031644907
Treatment B,Rep2,76.28710398561996
Treatment B,Rep2,74.08860268171637
Treatment B,Rep2,70.37396771051358
Treatment B,Rep2,54.97878340592965
Treatment B,Rep2,74.40074614871548
Treatment B,Rep2,80.17029949302659
Treatment B,Rep2,86.81043074746088
Treatment B,Rep2,71.92492001376255
Treatment B,Rep2,81.05273358529062
Treatment B,Rep2,64.3192092973431
Treatment B,Rep2,75.88684002482236
Treatment B,Rep2,66.1065724433782
Treatment B,Rep2,65.21078168131791
Treatment B,Rep2,82.47851484724426
Treatment B,Rep2,91.05421684694569
Treatment B,Rep2,61.61964119277451
Treatment B,Rep2,71.63446804641619
Treatment B,Rep2,80.73556366518883
Treatment B,Rep2,50.67839534506453
Treatment B,Rep2,79.55782629420128
Treatment B,Rep2,54.84421667394809
Treatment B,Rep2,74.44059152330891
Treatment B,Rep2,76.20638290512363
Treatment B,Rep2,76.54533642749556
Treatment B,Rep2,78.34854733792668
Treatment B,Rep2,67.25352777499289
Treatment B,Rep2,85.8710635880565
Treatment B,Rep2,61.74296843100156
Treatment B,Rep2,99.03959249024959
Treatment B,Rep2,77.52232060007377
Treatment B,Rep2,70.8016853302412
Treatment B,Rep2,81.14711776232372
Treatment B,Rep2,71.57950489112349
Treatment B,Rep2,60.93285908795788
Treatment B,Rep2,80.61613954843206
Treatment B,Rep2,63.739429092550054
Treatment B,Rep2,75.56286652920849
Treatment B,Rep2,79.7176365956549
Treatment B,Rep2,71.62439803185214
Treatment B,Rep2,79.81457876078288
Treatment B,Rep2,91.99456980938906
Treatment B,Rep2,90.84537861507388
Treatment B,Rep2,68.0293500613324
Treatment B,Rep2,72.45341378366265
Treatment B,Rep2,67.68215313599055
Treatment B,Rep2,71.39218191308905
Treatment B,Rep2,85.64298161941514
Treatment B,Rep2,70.5105479163278
Treatment B,Rep2,60.94263820821956
Treatment B,Rep2,56.446471126168966
Treatment B,Rep2,70.4189746368117
Treatment B,Rep2,72.10627264656583
Treatment B,Rep2,61.21058778123755
Treatment B,Rep2,57.248104030838235
Treatment B,Rep2,74.93733831602017
Treatment B,Rep2,79.14398373718105
Treatment B,Rep2,59.90730750717232
Treatment B,Rep2,76.79332256349271
Treatment B,Rep2,92.09201243115015
Treatment B,Rep2,85.29423973864296
Treatment B,Rep2,69.3580549593761
Treatment B,Rep2,70.07958480442456
Treatment B,Rep2,72.03909197694664
Treatment B,Rep2,71.44807422012096
Treatment B,Rep2,64.72129837949338
Treatment B,Rep2,76.6626518921382
Treatment B,Rep2,73.21592211332981
Treatment B,Rep2,66.02764742235122
Treatment B,Rep2,77.22484807570719
Treatment B,Rep2,70.81305373920617
Treatment B,Rep2,90.65684038129731
Treatment B,Rep2,87.2728409692241
Treatment B,Rep2,79.22360469581245
Treatment B,Rep2,71.09273463984148
Treatment B,Rep2,89.74487982748414
Treatment B,Rep2,73.40504787264531
Treatment B,Rep2,56.98746862995624
Treatment B,Rep2,66.29709577846404
Treatment B,Rep2,81.04434957447575
Treatment B,Rep2,88.44534184308957
Treatment B,Rep2,67.8731421095521
Treatment B,Rep2,77.2825350869531
Treatment B,Rep2,67.07895572154608
Treatment B,Rep2,65.8961879715838
Treatment B,Rep2,74.29253857953297
Treatment B,Rep2,59.30598943183272
Treatment B,Rep2,60.85824185514696
Treatment B,Rep2,58.943279821435276
Treatment B,Rep2,53.904850826980365
Treatment B,Rep2,68.74036428074086
Treatment B,Rep2,63.43049912900595
Treatment B,Rep2,57.07444833055004
Treatment B,Rep2,61.99129784532408
Treatment B,Rep2,68.06197428786761
Treatment B,Rep2,74.70734684087803
Treatment B,Rep2,60.65230829914248
Treatment B,Rep2,72.0025990400867
Treatment B,Rep2,76.32665731503648
Treatment B,Rep2,86.32201986766897
Treatment B,Rep2,64.02053403384224
Treatment B,Rep2,92.53794976809803
Treatment B,Rep2,85.50390312739175
Treatment B,Rep2,63.84671549460816
Treatment B,Rep2,67.97875326701508
Treatment B,Rep2,75.89415510008686
Treatment B,Rep2,73.27896937483058
Treatment B,Rep2,73.87840287612164
Treatment B,Rep2,78.27144047924358
Treatment B,Rep2,92.44688907163751
Treatment B,Rep2,69.96505884422629
Treatment B,Rep2,76.63596762701921
Treatment B,Rep2,77.71273851962937
Treatment B,Rep2,77.56980619121425
Treatment B,Rep2,73.0397461010493
Treatment B,Rep2,75.99676836137702
Treatment B,Rep2,65.66040250980534
Treatment B,Rep2,66.46486543838647
Treatment B,Rep2,86.31537010810604
Treatment B,Rep2,85.89440769352233
Treatment B,Rep2,72.89700962862969
Treatment B,Rep2,63.81559109290422
Treatment B,Rep2,61.95622202214671
Treatment B,Rep2,58.03054983616006
Treatment B,Rep2,69.99618296522148
Treatment B,Rep2,77.88760409714004
Treatment B,Rep2,55.02290875862783
Treatment B,Rep2,67.89369053295273
Treatment B,Rep2,69.1868183451714
Treatment B,Rep2,71.46368790320436
Treatment B,Rep2,80.24434952035143
Treatment B,Rep2,44.85085865266454
Treatment B,Rep2,75.21897505953731
Treatment B,Rep2,92.97994479874853
Treatment B,Rep2,75.74628703373156
Treatment B,Rep2,57.45720596130381
Treatment B,Rep2,68.81039755219544
Treatment B,Rep2,58.24169934968046
Treatment B,Rep2,70.65038446162077
Treatment B,Rep2,69.29361672353511
Treatment B,Rep2,71.58817384806332
Treatment B,Rep2,57.641549343326496
Treatment B,Rep2,90.57860580513533
Treatment B,Rep2,92.10224880101414
Treatment B,Rep2,81.49686296653275
Treatment B,Rep2,78.20904308296979
Treatment B,Rep2,57.22974201387991
Treatment B,Rep2,68.09283568245485
Treatment B,Rep2,89.63520759411634
Treatment B,Rep2,65.93159060926224
Treatment B,Rep2,80.92893501453749
Treatment B,Rep2,73.00227991149471
Treatment B,Rep2,68.91784097836145
Treatment B,Rep2,82.89678543121006
Treatment B,Rep2,69.82670539910555
Treatment B,Rep2,70.347099864009
Treatment B,Rep2,67.60421169783855
Treatment B,Rep2,68.41187844757694
Treatment B,Rep2,72.81785642293458
Treatment B,Rep2,86.72486297751348
Treatment B,Rep2,84.83716407193833
Treatment B,Rep2,37.962838498035175
Treatment B,Rep2,90.63269278230993
Treatment B,Rep2,79.8297534507935
Treatment B,Rep2,69.55881253673853
Treatment B,Rep2,48.78174426986574
Treatment B,Rep2,66.93286701520609
Treatment B,Rep2,73.22690887383122
Treatment B,Rep2,71.92347100609418
Treatment B,Rep2,84.831757026532
Treatment B,Rep2,63.03534163873864
Treatment B,Rep2,71.16591644923695
Treatment B,Rep2,63.054251501656225
Treatment B,Rep2,69.66204370585751
Treatment B,Rep2,71.72434114946276
Treatment B,Rep2,73.91177023156538
Treatment B,Rep2,80.72083855454837
Treatment B,Rep2,90.01981884998408
Treatment B,Rep2,79.19321412932531
Treatment B,Rep2,57.80342495229039
Treatment B,Rep2,43.1664944699912
Treatment B,Rep2,68.10067337361718
Treatment B,Rep2,66.51017945114998
Treatment B,Rep2,79.50516045291043
Treatment B,Rep2,73.56047563852424
Treatment B,Rep2,75.8684581970826
Treatment B,Rep2,70.01540501997144
Treatment B,Rep2,64.89919089171795
Treatment B,Rep2,68.9075647348477
Treatment B,Rep2,71.3223684083041
Treatment B,Rep2,41.85912589374924
Treatment B,Rep2,65.591489746822
Treatment B,Rep2,66.91592429369057
Treatment B,Rep2,67.05295731742079
Treatment B,Rep2,79.49209047014607
Treatment B,Rep2,77.26931869656006
Treatment B,Rep2,65.15586954535618
Treatment B,Rep2,60.69364655121278
Treatment B,Rep2,79.0425925643168
Treatment B,Rep2,72.16682859409676
Treatment B,Rep2,74.22813633501165
Treatment B,Rep2,88.69378949285108
Treatment B,Rep2,62.72319407871359
Treatment B,Rep2,73.80622959620146
Treatment B,Rep2,61.40671298345825
Treatment B,Rep2,67.84893110385558
Treatment B,Rep2,84.06731048395574
Treatment B,Rep2,83.30448055556401
Treatment B,Rep2,59.99857327309671
Treatment B,Rep2,78.615742550786
Treatment B,Rep2,64.06387406947749
Treatment B,Rep2,78.94984425136268
Treatment B,Rep2,71.09008350929764
Treatment B,Rep2,64.65245625614764
Treatment B,Rep2,73.3695225220428
Treatment B,Rep2,70.3403658707864
Treatment B,Rep2,93.98519360741074
Treatment B,Rep2,71.07728816814615
Treatment B,Rep2,70.07844047644176
Treatment B,Rep2,67.70214513849582
Treatment B,Rep2,67.10274525721447
Treatment B,Rep2,66.4531641542221
Treatment B,Rep2,64.76682725082857
Treatment B,Rep2,75.18165814745052
Treatment B,Rep2,73.74431719260623
Treatment B,Rep2,58.15006521280292
Treatment B,Rep2,86.72495955710421
Treatment B,Rep2,58.537725920757865
Treatment B,Rep2,60.94870848236035
Treatment B,Rep2,74.14501264229503
Treatment B,Rep2,68.10304953658404
Treatment B,Rep2,67.53635575474837
Treatment B,Rep2,82.13826669093633
Treatment B,Rep2,76.91738658397787
Treatment B,Rep2,78.32387750999419
Treatment B,Rep2,67.77962976994972
Treatment B,Rep2,58.2918299240046
Treatment B,Rep2,73.8460036489353
Treatment B,Rep2,70.95807994359757
Treatment B,Rep2,71.34704358110292
Treatment B,Rep2,69.04964320087113
Treatment B,Rep2,71.35000303534241
Treatment B,Rep2,74.53183082183133
Treatment B,Rep2,86.07852251879292
Treatment B,Rep2,62.92254661992703
Treatment B,Rep2,79.47839636247815
Treatment B,Rep2,61.39720547765368
Treatment B,Rep2,64.41388068519733
Treatment B,Rep2,51.986431520259394
Treatment B,Rep2,64.9246756410275
Treatment B,Rep2,63.72478166201913
Treatment B,Rep2,89.70319775457119
Treatment B,Rep2,68.29372722431188
Treatment B,Rep2,80.09166426689569
Treatment B,Rep2,86.55328196629378
Treatment B,Rep2,69.7036712844063
Treatment B,Rep2,68.08414462962443
Treatment B,Rep2,65.60272077375014
Treatment B,Rep2,92.42351724985835
Treatment B,Rep2,59.38201695394241
Treatment B,Rep2,78.20906672760837
Treatment B,Rep2,76.6717197048565
Treatment B,Rep2,66.57548738715518
Treatment B,Rep2,76.8036679499624
Treatment B,Rep2,66.58586876090337
Treatment B,Rep2,66.68721997606059
Treatment B,Rep2,76.08256745221462
Treatment B,Rep2,68.50133757799352
Treatment B,Rep2,57.97241840284633
Treatment B,Rep2,91.07591919461777
Treatment B,Rep2,68.52622362630808
Treatment B,Rep2,69.98430545553781
Treatment B,Rep2,83.78073399176772
Treatment B,Rep2,91.32721336759892
Treatment B,Rep2,72.34456473125057
Treatment B,Rep2,71.0746202752536
Treatment B,Rep2,76.40965695475731
Treatment B,Rep2,69.84011737547259
Treatment B,Rep2,80.25052124317844
Treatment B,Rep2,78.93028550567949
Treatment B,Rep2,68.59060049797947
Treatment B,Rep2,53.693295007686416
Treatment B,Rep2,77.00571706082441
Treatment B,Rep2,73.71453759888429
Treatment B,Rep2,65.27777586505456
Treatment B,Rep2,80.36518584526861
Treatment B,Rep2,47.341510983277736
Treatment B,Rep2,68.25651199748847
Treatment B,Rep2,71.68580375750437
Treatment B,Rep2,61.84544977312642
Treatment B,Rep2,90.91209643206058
Treatment B,Rep2,73.31197362220087
Treatment B,Rep2,76.31845816042751
Treatment B,Rep2,65.18060996015465
Treatment B,Rep2,76.73745044048157
Treatment B,Rep2,68.23311425284814
Treatment B,Rep2,67.5275270447412
Treatment B,Rep2,68.19436727050709
Treatment B,Rep2,84.68025255059204
Treatment B,Rep2,58.932028239756164
Treatment B,Rep2,77.52660776944174
Treatment B,Rep2,70.41972595987461
Treatment B,Rep2,54.59346182894156
Treatment B,Rep2,78.28018247745544
Treatment B,Rep2,73.31117581338798
Treatment B,Rep2,60.302953656612615
Treatment B,Rep2,74.0106539979676
Treatment B,Rep2,68.52244408905285
Treatment B,Rep2,72.50434142905293
Treatment B,Rep2,77.87401122231547
Treatment B,Rep2,71.97098946224567
Treatment B,Rep2,70.61152119114779
Treatment B,Rep2,72.88961314462219
Treatment B,Rep2,70.3113478780249
Treatment B,Rep2,72.8317170373489
Treatment B,Rep2,84.82413798549736
Treatment B,Rep2,52.87828864443519
Treatment B,Rep2,69.69322048511042
Treatment B,Rep2,90.63976410797063
Treatment B,Rep2,57.24147860730159
Treatment B,Rep2,65.58489318378298
Treatment B,Rep2,56.601498520788596
Treatment B,Rep2,58.90396876995492
Treatment B,Rep2,91.27110460009216
Treatment B,Rep2,80.88543147996982
Treatment B,Rep2,58.664741194906895
Treatment B,Rep2,62.915480336758044
Treatment B,Rep2,74.39333895744824
Treatment B,Rep2,98.28891596934156
Treatment B,Rep2,68.26921600483234
Treatment B,Rep2,79.81539979159757
Treatment B,Rep2,73.86458138646651
Treatment B,Rep2,83.44795114787338
Treatment B,Rep2,70.56809258014347
Treatment B,Rep2,70.75489608601816
Treatment B,Rep2,64.26961824337326
Treatment B,Rep2,64.20038989547241
Treatment B,Rep2,67.19808991024713
Treatment B,Rep2,65.33206876316348
Treatment B,Rep2,52.47354841005917
Treatment B,Rep2,68.07908874929348
Treatment B,Rep2,75.89268465496201
Treatment B,Rep2,74.25700842948598
Treatment B,Rep2,83.67074723354088
Treatment B,Rep2,69.09233577023765
Treatment B,Rep2,77.41555910587215
Treatment B,Rep2,67.26904914584601
Treatment B,Rep2,69.92487086297628
Treatment B,Rep2,70.72419611468494
Treatment B,Rep2,88.47654365226279
Treatment B,Rep2,73.37845616295837
Treatment B,Rep2,58.21610470406509
Treatment B,Rep2,74.2963705459125
Treatment B,Rep2,81.20617091095336
Treatment B,Rep2,58.473922738547344
Treatment B,Rep2,67.70008529134033
Treatment B,Rep2,80.9518546003534
Treatment B,Rep2,89.51069835267776
Treatment B,Rep2,68.9792003837989
Treatment B,Rep2,75.10462770847067
Treatment B,Rep2,89.98043656476011
Treatment B,Rep2,71.70880687696564
Treatment B,Rep2,76.41766854652144
Treatment B,Rep2,60.88782946580322
Treatment B,Rep2,79.9909529596317
Treatment B,Rep2,61.224188788379095
Treatment B,Rep2,74.89634234349273
Treatment B,Rep2,73.38332725470137
Treatment B,Rep2,78.8662100942359
Treatment B,Rep2,80.717286538752
Treatment B,Rep2,66.06659623232636
Treatment B,Rep2,81.21957657820715
Treatment B,Rep2,64.68709241140695
Treatment B,Rep2,91.59512717066713
Treatment B,Rep2,77.614096859608
Treatment B,Rep2,72.7859204923555
Treatment B,Rep2,74.0934643829333
Treatment B,Rep2,74.03576606133035
Treatment B,Rep2,83.46870925569064
Treatment B,Rep2,85.91262123281237
Treatment B,Rep2,74.01510625039731
Treatment B,Rep2,55.08307308220553
Treatment B,Rep2,82.71251655711157
Treatment B,Rep2,75.67915763200772
Treatment B,Rep2,74.6012642053568
Treatment B,Rep2,60.90919954619136
Treatment B,Rep2,58.66564224746209
Treatment B,Rep2,88.54209811610207
Treatment B,Rep2,57.77845580034564
Treatment B,Rep2,73.04470229704101
Treatment B,Rep2,88.6523857224096
Treatment B,Rep2,79.5814776480684
Treatment B,Rep2,86.33441273189979
Treatment B,Rep2,66.42724619449302
Treatment B,Rep2,65.069104032121
Treatment B,Rep2,67.75974844247347
Treatment B,Rep2,55.55413136091468
Treatment B,Rep2,72.22603902358357
Treatment B,Rep2,83.57183223354258
Treatment B,Rep2,88.42635293823602
Treatment B,Rep2,65.36799565042071
Treatment B,Rep2,60.09136012347465
Treatment B,Rep2,72.49104018022472
Treatment B,Rep2,71.75529668866874
Treatment B,Rep2,85.50675361623776
Treatment B,Rep2,75.73703782884472
Treatment B,Rep2,55.63683026507208
Treatment B,Rep2,101.28780624261385
Treatment B,Rep2,92.00138062532228
Treatment B,Rep2,81.37727751888454
Treatment B,Rep2,54.22874801396266
Treatment B,Rep2,74.86930940922855
Treatment B,Rep2,55.02611333476088
Treatment B,Rep2,76.19712728994968
Treatment B,Rep2,65.06814212072621
Treatment B,Rep2,71.36175036491203
Treatment B,Rep2,78.74193972374358
Treatment B,Rep2,56.31784803519686
Treatment B,Rep2,62.918520041414865
Treatment B,Rep2,87.8568513950504
Treatment B,Rep2,70.6878804135529
Treatment B,Rep2,70.71752718105978
Treatment B,Rep2,76.49629799248875
Treatment B,Rep2,93.16401297511155
Treatment B,Rep2,83.95797345535301
Treatment B,Rep2,51.21866585009159
Treatment B,Rep2,71.8293302025102
Treatment B,Rep2,71.08833705906864
Treatment B,Rep2,74.49659478872177
Treatment B,Rep2,57.56909188553088
Treatment B,Rep2,79.13829961594281
Treatment B,Rep2,57.11034902366986
Treatment B,Rep2,65.91459691225646
Treatment B,Rep2,67.97112361881099
Treatment B,Rep2,75.3934277108151
Treatment B,Rep2,72.6863157688444
Treatment B,Rep2,64.74755801182401
Treatment B,Rep2,86.64835028898189
Treatment B,Rep2,73.57928433604758
Treatment B,Rep2,80.76100925514285
Treatment B,Rep2,83.5745427884473
Treatment B,Rep2,61.800512049996186
Treatment B,Rep2,91.49697510310321
Treatment B,Rep2,90.02988348866403
Treatment B,Rep2,76.6890988707493
Treatment B,Rep2,73.94976779359924
Treatment B,Rep2,73.7755026364096
Treatment B,Rep2,84.8306631053289
Treatment B,Rep2,83.73490049263349
Treatment B,Rep2,76.46557779327507
Treatment B,Rep2,52.02957523031061
Treatment B,Rep2,79.28059882909619
Treatment B,Rep2,70.4228031097231
Treatment B,Rep2,69.76402655217123
Treatment B,Rep2,48.52740401214103
Treatment B,Rep2,66.89807313842768
Treatment B,Rep2,68.43838965251382
Treatment B,Rep2,74.02314110699665
Treatment B,Rep2,63.45244843409824
Treatment B,Rep2,72.04968423658578
Treatment B,Rep2,71.10922953728499
Treatment B,Rep2,79.93383027081009
Treatment B,Rep2,65.80230360798126
Treatment B,Rep2,95.62048407515134
Treatment B,Rep2,83.39935201470946
Treatment B,Rep2,62.494526160695585
Treatment B,Rep2,69.25464701750356
Treatment B,Rep2,64.42961530627153
Treatment B,Rep2,76.21500791234726
Treatment B,Rep2,87.45797488123512
Treatment B,Rep2,60.92391236963416
Treatment B,Rep2,78.17262138445797
Treatment B,Rep2,77.61335988152452
Treatment B,Rep2,59.862169817383084
Treatment B,Rep2,62.98164852874512
Treatment B,Rep2,80.27664601398178
Treatment B,Rep2,80.65482113611543
Treatment B,Rep2,67.96719558142921
Treatment B,Rep2,62.77363724136278
Treatment B,Rep2,60.63359466976255
Treatment B,Rep2,63.18976576882525
Treatment B,Rep2,72.88807427636698
Treatment B,Rep2,60.98715883498035
Treatment B,Rep2,69.897504659772
Treatment B,Rep2,82.30734158548424
Treatment B,Rep2,81.70892780981406
Treatment B,Rep2,83.35218553989478
Treatment B,Rep2,51.04916098737607
Treatment B,Rep2,73.34506504044747
Treatment B,Rep2,65.68425204193004
Treatment B,Rep2,79.5748021799233
Treatment B,Rep2,92.85873424977895
Treatment B,Rep2,68.10755650109975
Treatment B,Rep2,75.75252749304586
Treatment B,Rep2,79.63812276833538
Treatment B,Rep2,78.77494005521831
Treatment B,Rep2,70.63663424916406
Treatment B,Rep2,69.08218559569586
Treatment B,Rep2,60.09212826365375
Treatment B,Rep2,61.71129297592581
Treatment B,Rep2,80.40797867132366
Treatment B,Rep2,67.70601536524696
Treatment B,Rep2,69.1984028167473
Treatment B,Rep2,71.55434908788716
Treatment B,Rep2,80.36183601438911
Treatment B,Rep2,80.91093116878906
Treatment B,Rep2,73.43692566750745
Treatment B,Rep2,66.76217649472918
Treatment B,Rep2,58.71145789420861
Treatment B,Rep2,71.11057660434314
Treatment B,Rep2,79.14800696784677
Treatment B,Rep2,57.990740070919536
Treatment B,Rep2,78.84109122427598
Treatment B,Rep2,57.02616123521963
Treatment B,Rep2,71.55546023525292
Treatment B,Rep2,74.06795987882244
Treatment B,Rep2,73.62036633222448
Treatment B,Rep2,69.67669739405743
Treatment B,Rep2,67.41541284121138
Treatment B,Rep2,74.51438444742192
Treatment B,Rep2,74.17310145587827
Treatment B,Rep2,84.6435488177521
Treatment B,Rep2,74.67718847185178
Treatment B,Rep2,74.58582435240344
Treatment B,Rep2,50.014193095898875
Treatment B,Rep2,77.68271441913281
Treatment B,Rep2,85.51899577753038
Treatment B,Rep2,77.57984801433653
Treatment B,Rep2,78.20479960996839
Treatment B,Rep2,82.29290903251747
Treatment B,Rep2,77.34232952443023
Treatment B,Rep2,64.41849539561741
Treatment B,Rep2,60.056400400690535
Treatment B,Rep2,85.18721419607701
Treatment B,Rep2,70.1861596390814
Treatment B,Rep2,72.44403703484217
Treatment B,Rep2,62.311507650301905
Treatment B,Rep2,64.47724710872635
Treatment B,Rep2,66.67428727462229
Treatment B,Rep2,79.23391521076192
Treatment B,Rep2,74.71348503716852
Treatment B,Rep2,66.46573274162574
Treatment B,Rep2,77.16608860121028
Treatment B,Rep2,79.4744120618223
Treatment B,Rep2,82.16656093826457
Treatment B,Rep2,78.26594811136181
Treatment B,Rep2,67.45794881847951
Treatment B,Rep2,65.33669062503967
Treatment B,Rep2,88.0171820086043
Treatment B,Rep2,70.77445779138377
Treatment B,Rep2,47.370954323995136
Treatment B,Rep2,72.3482878045411
Treatment B,Rep2,50.932709507288735
Treatment B,Rep2,68.99055340516243
Treatment B,Rep2,72.66230614300932
Treatment B,Rep2,77.29917466079478
Treatment B,Rep2,75.21322358215677
Treatment B,Rep2,74.4931687016083
Treatment B,Rep2,68.66721149288107
Treatment B,Rep2,83.56951363413962
Treatment B,Rep2,61.808840611192544
Treatment B,Rep2,72.48922221899785
Treatment B,Rep2,81.92101212835702
Treatment B,Rep2,82.00378409890644
Treatment B,Rep2,67.44529218622198
Treatment B,Rep2,63.3507148262526
Treatment B,Rep2,78.16503140568324
Treatment B,Rep2,88.04641126815605
Treatment B,Rep2,74.22971905527038
Treatment B,Rep2,99.02287160621931
Treatment B,Rep2,72.65149113039914
Treatment B,Rep2,55.83238455054564
Treatment B,Rep2,90.59732487371468
Treatment B,Rep2,71.06641774667922
Treatment B,Rep2,82.26133961956222
Treatment B,Rep2,67.22131244635015
Treatment B,Rep2,77.24537884852964
Treatment B,Rep2,64.67831120367691
Treatment B,Rep2,62.9444305213087
Treatment B,Rep2,85.77127860933199
Treatment B,Rep2,96.86775481432231
Treatment B,Rep2,74.70522450011963
Treatment B,Rep2,56.51793447725511
Treatment B,Rep2,71.4023953543281
Treatment B,Rep2,71.56435744283144
Treatment B,Rep2,78.65093719721531
Treatment B,Rep2,75.88275426396523
Treatment B,Rep2,68.40906498189085
Treatment B,Rep2,74.9864858312159
Treatment B,Rep2,59.9048048113917
Treatment B,Rep2,74.11657609222331
Treatment B,Rep2,75.81958727431214
Treatment B,Rep2,89.14481518501567
Treatment B,Rep2,72.70053033480377
Treatment B,Rep2,77.41278509375238
Treatment B,Rep2,77.16660464623119
Treatment B,Rep2,69.29259694910041
Treatment B,Rep2,91.22356197767044
Treatment B,Rep2,65.69511219322922
Treatment B,Rep2,70.7831163596634
Treatment B,Rep2,62.64740017321908
Treatment B,Rep2,80.94960208304427
Treatment B,Rep2,56.91418916663879
Treatment B,Rep2,84.83790332558287
Treatment B,Rep2,88.07934015545683
Treatment B,Rep2,78.9636703021455
Treatment B,Rep2,61.53552801801001
Treatment B,Rep2,55.668498844958286
Treatment B,Rep2,78.06439108922056
Treatment B,Rep2,80.68162568866103
Treatment B,Rep2,83.92415469844858
Treatment B,Rep2,85.11369312455602
Treatment B,Rep2,91.43720477207866
Treatment B,Rep2,86.42694638727087
Treatment B,Rep2,76.79331386891805
Treatment B,Rep2,72.20948077950115
Treatment B,Rep2,72.94987437415917
Treatment B,Rep2,61.37961644490149
Treatment B,Rep2,71.28750042103704
Treatment B,Rep2,62.30505356517566
Treatment B,Rep2,87.91750317748269
